ag;name
11;ЕМКОСТЬ
12;Шкаф коммуникационный стеклянный настенный 15U
4;РАДИОСТАНЦИЯ ТАКТ 302 ИНВ.№ Ю10239
12;Питатель шлюзовый 2-Х-302
8;ЩИТ СИЛОВОЙ  № 14-А СОСТОЯЩИЙ ИЗ 21 ПАНЕЛЕЙ
6;Теплообменник технол. № 68-А
7;Печь пиролиза F-120
6;Теплообменник 426ТНГ-1.6-H1/25-2-2 гр1
6;Сепаратор-экспанзер S-102 черт. КЦ 71.107.00.000
3;Компьютер AMD 100MHz+Epson LX-1050 к.1178
10;ЭСТАКАДА КАБЕЛЬН.
11;Сигнализация охранная участка территории завода,
10;Здание закрытой теплой стоянки а/транспорта корп.4
2;АСУ ТП и ПАЗ ЦПУ корпус 430
9;КАНАЛИЗАЦИЯ ТЕЛЕФОННАЯ К ЦЕХУ 20а -350П/М
6;БЛОК МИКРОПРОЦЕС.SCHNEIDER ELECTRICSEPAM
8;№ 4472 ТРАНСФОРМАТОР ТМ 320 / 6
7;Клапан Masoneilan Camflex 35-35222 Ду150 Ру40 Cv50
5;Клапан Ду25 Cv0.7 н/ж Реглоб
4;ЖАЛЮЗИ ВЕРТИКАЛЬНЫЕ 205Х310 - 2 штуки
10;ЗДАНИЕ БЫТОВЫХ ПОМЕЩЕНИЙ КИРПИЧНОЕ
3;Насос подач PS7120-S-E-323.05(PD-146)
5;Сооружение Дымовая труба № 1 к котельной
3;Радиостанция Motorola DP4401Ex SN:627TUR1248
7;Сейф металлический
4;Насос ABS AFP 2045.1  ME185/40
12;Датчик давл. EJA110A-DMS4A-67DC/KF2
5;Датчик избыточного давления EJA530A-DDS4N-07DE/KS2
11;Насос мод.КАМ 3/6/центр/ Н-1/2
2;Ноутбук Lenovo ThinkPad X280 20KES4WS00)+Dock 90W
5;ЁМКОСТЬ ВЕРТИКАЛЬНАЯ тех №29/V ОБЪЁМОМ
9;ТРУБОПРОВОД
10;Корпус 1117 Канализационная насос.станция
3;Насос Н-423А
12;Насос NаОН
8;РАСПРЕДЕЛИТЕЛЬНЫЙ ЩИТ
2;Домкрат компактный, полый шток Hi-Force JCH21, г/п
10;Кабельная эстакада
2;Оборудование КИПиА емкости (Е-3/1) титул 1073
4;ЭЛ.КАБЕЛЬ АКНРБ-1-10Х2,5 КВ.ММ 150 П/ М ПОД
4;Насос  НЦГ 25/50-К-7,5-2-У2 338260 (т.№ 136/2)
6;№ 6861 БЛОК ЗАРЯД.УСТР-ВА
11;ЕМКОСТЬ 5КУБ.М № 26
4;Обогрев.шкафы, FT-4101
7;Водоблок 7 Т.6003
4;Станок намотки секций статора СНС-901
2;Шкаф APC NetShelter SX 42U 718455
12;Датчик  давл.  EJA530A-DBS4N-07DE/KF2
7;ТАЛЬ РУЧНАЯ ЧЕРВЯЧНАЯ
1;Шкаф д/документов Р 7240, бук
3;"Комплекс хроматорграфический ""Кристаллюкс-4000М"""
6;Шкаф электропитания
6;ВОРОТА В-1
5;Датчик диф. давления Yokogawa EJA110A-DMS2A-67DC/K
4;Металлический склад
1;Аппарат N 1,2,3 Е-3/2
11;НАСОС НК-200/120 №40428
4;Шкаф релейный асинхронного двигателя ШР-01
12;Земельный участок пл. 263 кв.м.
9;Бункер 2520 (8 шт.)
9;Бункер 2520 (8 шт.)
12;Насос NаОН
12;"Хроматограф газовый ""Кристалл 5000"", исп.2, в.6 1."
12;Датчик EJA110A-DMS2A-27DC/KS1/D
9;Кабельные линии Ф320Б 2 кабеля 3_95 ААШВу
10;Корпус 1165/6 Градирни трехсекционные капельные
10;Технологическая эстакада привязка к к.573
1;Травокосилка бензиновая Н-235R
8;Насосная станция очищенных стоков (тит.47)
9;Вертолетная площадка 742
9;ФУНДАМЕНТ ПОД ИСПАРИТЕЛЬ ДЛЯ ЁМКОСТИ ВЫСОКОГО ДАВЛ
2;АРМ Блок Lenovo ThinkCentre M710q (514615)
6;ВЕСЫ LAB1020 А В ГП. 19
12;Щит ЩСУ-2 к.46
11;УСТАНОВКА У-5052
6;Шкаф нагрева 800х800 экструдера поз.2300.3
1;Шкаф д/документов закрытый узкий
11;Ячейка КРУ КВЭ
6;Реактор смешения R-102B черт. КЦ 71.105.00.000
8;КАМЕРА КСО -2У М
5;Датчик газа OLCT 80 c компенсацией по Н2
4;БЛОК КОНДЕНСАТООТВОДА 25FL
1;Тумба Р бук.
9;Сепаратор С-502 МАУ-3
12;Шкаф ПР 8503-2024-1 УХЛЗ
7;Насосная топливная Т.6000/1 с пристроенной КТП (пр
10;Корпус 1113 Административно-вспом.корпус
5;Датчик Метран-100-ЕХ-ДД-1432-02-МП1-Т10
12;Генератор бензиновый EUROPOWER EP4100 (950000400)
6;Кипятильник тех. №65-4
8;Блок-бокс аппаратной ПРС 791
1;Система оповешения и двусторонней громкоговорящей
2;Компьютер Core2Duo E4400/512/160
12;Станок вальцовочный с приводом
2;Ноутбук Dell (71076865)
12;Земельный участок пл.96 кв.м ЛЭП 6 кВ (К-4)
9;Сепаратор С-1/2 135м3 (НОиО)
4;ЭСТАКАДА ОТ Ц.21 ДО АППАРАТОВ  Е60
5;Пост управления кнопочный IР40 ПКУ 15-21-131-40У3,
6;электропривод ВА 2 - ТЭ 099059
3;Датчик EJX110A-EMSWG-919DD/CS1/N4/QR
10;Электрокабельная эстакада
9;Сепаратор 1/1 М-102
9;Резервуар Д-205
6;Метран 900/RS 485-К 1204-350М-24 реле-ГП
2;Оборудование КИПиА (разд. жид-ти выд. метан. воды)
9;Аппарат воздушного охлаждения АВГ-КБ-Р-20-ЖЭ-4,0-Б
8;ТРАНСФОРМАТОР ТМ -1800 / 6
2;НОУТБУК ASUS K53E I3-2310M
10;Т-710 ЦУП, распределительное устройство, трансформ
10;Отделитель-питатель низк. давления для чиллера LCU
8;ЯЧЕЙКА ЭЛ.ДВИГАТЕЛЯ №1 СТ.ПЕРЕКАЧКИ №2 КСО-2УМ.
5;Приточная вентиляция к.1019 комната лаборат.
2;Коммуникатор полевой Emerson-475
7;Пожарный водопровод (титул 12)
12;Щит Щ1 из 7шкафов
2;Блок удаленного доступа MONI-RRM2-ExE
3;Весы аналитические GR-202  НПВ-210г/42г, Ц.д.-0,1м
10;Корпус 432 Административно-бытовой
4;Блок-бокс КПП
6;Внутриплощадочные сети КИП УГОШ
5;Клапан регулирующий с пневмоприводом РК201 С20 6.3
11;Вентиляторная градирня 78 для охлаждения
4;Металлический склад (СГЛ)
7;Датчик уровня цифровой буйковый 12323-058 поз.LT24
6;ВЕСЫ РП-150
12;Насос Wilo CrohoLihe-IL 100/150-15/2
6;Станок сверлильный
11;НАСОС ВИНТОВОЙ 16-20 / 10 С ЭЛ. ДВИГАТЕЛЕМ
4;"Стул ""Серна"""
10;OXPAHHОЕ ЗАГРАЖДЕНИЕ литер 725
3;Стол  подъемный TFD35
2;Принтер HP Color LaserJet 5550 (Q3713A#441) стикер
9;Здание энергообеспечения № 2 (тит.43)
11;НАСОС  ТЕХН.№ 145 б/1
2;Компьютер и ПО к MDR2000
4;Видеомагнитофон /010302018/ отд.техн.без
10;Прожекторная мачта с молниеотводом высотой 28,15 м
6;Сети средств контрольно-измерительной аппаратуры (
12;Охранная сигнализация к.406
10;Емкость промывочной воды 1-Е-701
9;РВС-3000
4;Электродвигатель к насосу ПЭ-150/53
5;Емкость Е-200 - 1009 инв. № 6077
10;Емкость вертикальная V=50м3 ст12Х18Н10Т, техн. поз
2;Компьютер: HPdx2300MT D347,Cel3.06GHz,160Gb,512MB
11;Трансформатор силовой зав.№ 8878
4;КАБЕЛЬНАЯ ТРАССА ОТ РУ 6КВ. ЦЕХА 100-А
4;Холодильник SAMSUNG SR-37 RMB
9;Адсорбер для газа К-201/НОиО/
8;Пристройка парового узла к цеху №28
1;Смесительное устройство калибр.газа
11;НАСОС ДЛЯ МАСЛА Г 11-25А с эл.дв.АИРМ1621,4УЗ
7;Холодильная машина LH84/ 4FC-3.2 Bitzer
11;Емкость Е-3 (N 11118)
7;Станок ВСН
1;Компрессорная установка 2ГМ4-54/3с К-213/1
10;Корпус 1038 ГПП-2 110/10 кв
5;ЁМКОСТЬ  тех№330 ОБЪЕМ 1000л
5;Щит ЩСУ-44583
11;ЕМКОСТЬ ДЛЯ ХРАНЕНИЯ ДИВИНИЛА, ТЕХНОЛОГИЧЕСКИЙ
5;Стационарная радиостанция MTM800 Enhanced с блоком
2;Оборудование сети передачи данных корпуса 1059
10;Корпус 413
5;Мобильная радиостанция MTM800 Enhanced с встроенны
10;ЭСТАКАДА  СЛИВО - НАЛИВНАЯ
4;Стол рабочий Р6012, бук
12;Насос 1.5хг-3к  Н-322Б
1;Эл.подъемник Р-402
11;Эл.двигатель к компрессору СДК2-16-24-12К,N 659
11;Сигнализация охранная участка территории завода,
7;Комплектн трансформ. подст.7КТП2_630 для водоочист
1;Подъемник S-605
3;Прибор ПАс-01УЗС Е-303,МГЭ
12;Насос GALA 1005 PPB 10Bar, 4,4л/ч, 220В переменног
4;Расходомер ЭРСВ-510  Ду=20мм
5;Вентилятор центробежный ВЦ 14-46 5 ВЦ-2/1
11;МЕРНИК ОБРАЗЦОВЫЙ МЕТАЛЛИЧЕСКИЙ  ТЕХН.№ 527
8;Гараж для снегохода 660
10;Здание котла N 6 зав.N 101 к.3001
7;Комплекс аппаратно-програмный для медицин.исследов
3;Электронасос ц/б БЭН 267/1 - ОС (тит.42) Н-17))
10;ЗАВОДОУПРАВЛЕНИЕ 3
8;КОМПЛЕКТНАЯ ТРАНСФОРМАТОРНАЯ П / СТ.
4;Тумба приставная 50-60-75 зд.1003 ольха
11;Трансформатор ТМФ-400/6-04
4;Агрегат электронасосный 3НД10П10000/35К14В/КП.КГ.П
1;УСТАНОВКА УОБВ 250-100
3;ячейки комплексного распределительного устройства-
7;Т-2 400/6 ТП-8
6;Комплект для отбора проб сжиженного газа  Swagelok
9;Коллектор К2 65-100-М20-50 (ок)
7;Клапан Masoneilan Camflex 35-35222 Ду80 Ру40 A Cv1
5;Видеокамера цветная IP на перекрестках д
1;Аппарат ст.эл.АС -3Ш-2.5-12-02-2500
11;ЗАПАДНЫЙ РЕЗЕРВУАР №802-А
2;Блок расширения ANB10D-420/CU2N/NDEL
5;КОНДЕНСАТОР1600 ККГ-0,6-0,6-М1/25Г-6
8;CKBAЖИHA N42
3;ПРЕОБР.EJX530A-EBS7N-017DN/KS21/N4/D4
11;ЕМКОСТЬ ТЕХН.№ 508
4;НАСОСНЫЙ АГРЕГАТ К-80-65-160-С тех №94/1
12;"Уголок ""Буш""(офисн.раб.модуль ч/с)"
11;Вышка сторожевая, деревянная
9;Система пожаротушения автоматическая на базе пожар
3;Оборудование КИПиА к.438/1
11;ОГНЕТУШИТЕЛЬ ПОРОШКОВЫЙ
4;Устройство для прокола кабеля УПКП-1
2;УСТРОЙСТВО ПЕРЕМОТКИ КАБЕЛЯ УПК-16 С РКУ
2;Модуль аналоговых вы.AAI543-H00/K4A00
3;Кондиционер кассетный Fujitsu General AUG 18U
3;Кондиционер Fujitsu General ASH7U 2,2квт
5;Циклон поз.2360.11
3;90-0049 снегоход Буран
6;Метран - 150CD3АМ5IM5SC инв. № 60069
12;Колонна К-109/3
10;Подземное хозяйство
11;РОТАМЕТР РПФ-1
4;Аппарат ТВЗ
9;Резервуар Д-20А № 101123
9;Здание установки резервной дробилки
10;ПЛОЩАДКА МЕЖДУ ЦЕХАМИ ДК-6 И 95
1;Насос Д-4000/95
11;ЕМКОСТЬ ДЛЯ ХРАНЕНИЯ ИЗОПРОПИЛБЕНЗОЛА
2;Насос ЦВ-5/105 поз.Н-3 к.1042
2;Станок токарно-винторезный 1К62
1;Насос поз.н-002/2 с электродвигателем МЛ-36-41/2 1
7;Резервуар шаровый (Е-120/5-8) к.1071
4;Система технологического видеонаблюдения ППЭ
6;ВЫПРЯМИТЕЛЬНОЕ УСТ-ВО УКП-380
7;Станок токарно-винторезный Е61МГС к.1139 каб.115
4;Стол рабочий
2;"Блок  НP DC7700 GH434EA/HP L1940T 19"" (сист.блок.)"
3;Аппарат для разгонки нефти АРНС-1
2;Видеотерминал Polycom RealPresence Debut+микрофон
7;Теплообменник 1400ТИ-16-М12-С 25-6 К-2 Т
12;Самосвал КАМАЗ-55111А 863 гос.№К863ОС
4;Сигнализатор СТМ одноканальный
9;Кран шар. F15-46TFM-PT200DN32-PN16-КО
10;Бачок Е-224А/2
3;Радиостанция Motorola DM4600E
8;ЩИТ РАСПРЕДЕЛИТЕЛЬНЫЙ 0.23 КВ. П / СТ.14
6;ОТДЕЛИТЕЛЬ
6;Теплообменник Т-68/1
3;Тестор для проверок масок/дых.аппаратов корп.1004
10;ЛИПА- 50 штук
